   55.0000000000    5.0000000000   -5.0000000000
   55.0000000000   -5.0000000000   -5.0000000000
   65.0000000000   -5.0000000000   -5.0000000000
   65.0000000000    5.0000000000   -5.0000000000
#

   65.0000000000    5.0000000000   -5.0000000000
   65.0000000000    5.0000000000    0.0000000000
   55.0000000000    5.0000000000    0.0000000000
   55.0000000000    5.0000000000   -5.0000000000
#

   65.0000000000   -5.0000000000   -5.0000000000
   65.0000000000    5.0000000000   -5.0000000000
   65.0000000000    5.0000000000    0.0000000000
   65.0000000000   -5.0000000000    0.0000000000
#

   55.0000000000   -5.0000000000   -5.0000000000
   65.0000000000   -5.0000000000   -5.0000000000
   65.0000000000   -5.0000000000    0.0000000000
   55.0000000000   -5.0000000000    0.0000000000
#

   55.0000000000    5.0000000000   -5.0000000000
   55.0000000000   -5.0000000000   -5.0000000000
   55.0000000000   -5.0000000000    0.0000000000
   55.0000000000    5.0000000000    0.0000000000
#

   55.0000000000    5.0000000000    0.0000000000
   55.0000000000   -5.0000000000    0.0000000000
   65.0000000000   -5.0000000000    0.0000000000
   65.0000000000    5.0000000000    0.0000000000
#

