   25.0000000000   14.0000000000   25.0000000000
   15.0000000000   14.0000000000   25.0000000000
   15.0000000000    4.0000000000   25.0000000000
   25.0000000000    4.0000000000   25.0000000000
#

   25.0000000000    4.0000000000   25.0000000000
   25.0000000000    4.0000000000   35.0000000000
   25.0000000000   14.0000000000   35.0000000000
   25.0000000000   14.0000000000   25.0000000000
#

   15.0000000000    4.0000000000   25.0000000000
   25.0000000000    4.0000000000   25.0000000000
   25.0000000000    4.0000000000   35.0000000000
   15.0000000000    4.0000000000   35.0000000000
#

   15.0000000000   14.0000000000   25.0000000000
   15.0000000000    4.0000000000   25.0000000000
   15.0000000000    4.0000000000   35.0000000000
   15.0000000000   14.0000000000   35.0000000000
#

   25.0000000000   14.0000000000   25.0000000000
   15.0000000000   14.0000000000   25.0000000000
   15.0000000000   14.0000000000   35.0000000000
   25.0000000000   14.0000000000   35.0000000000
#

   25.0000000000   14.0000000000   35.0000000000
   15.0000000000   14.0000000000   35.0000000000
   15.0000000000    4.0000000000   35.0000000000
   25.0000000000    4.0000000000   35.0000000000
#

