   17.7320508076   13.2679491924   35.0000000000
   14.2679491924   11.2679491924   35.0000000000
   12.4019237886   12.5000000000   35.0000000000
   12.2679491924   14.7320508076   35.0000000000
   15.7320508076   16.7320508076   35.0000000000
   17.5980762114   15.5000000000   35.0000000000

   14.2679491924   11.2679491924   35.0000000000
   14.2679491924   11.2679491924   39.0000000000
   12.4019237886   12.5000000000   39.0000000000
   12.4019237886   12.5000000000   35.0000000000

   12.4019237886   12.5000000000   35.0000000000
   12.2679491924   14.7320508076   35.0000000000
   12.2679491924   14.7320508076   39.0000000000
   12.4019237886   12.5000000000   39.0000000000

   12.2679491924   14.7320508076   35.0000000000
   15.7320508076   16.7320508076   35.0000000000
   15.7320508076   16.7320508076   39.0000000000
   12.2679491924   14.7320508076   39.0000000000

   15.7320508076   16.7320508076   35.0000000000
   17.5980762114   15.5000000000   35.0000000000
   17.5980762114   15.5000000000   39.0000000000
   15.7320508076   16.7320508076   39.0000000000

   17.5980762114   15.5000000000   35.0000000000
   17.7320508076   13.2679491924   35.0000000000
   17.7320508076   13.2679491924   39.0000000000
   17.5980762114   15.5000000000   39.0000000000

   17.7320508076   13.2679491924   35.0000000000
   14.2679491924   11.2679491924   35.0000000000
   14.2679491924   11.2679491924   39.0000000000
   17.7320508076   13.2679491924   39.0000000000

   17.5980762114   15.5000000000   39.0000000000
   15.7320508076   16.7320508076   39.0000000000
   12.2679491924   14.7320508076   39.0000000000
   12.4019237886   12.5000000000   39.0000000000
   14.2679491924   11.2679491924   39.0000000000
   17.7320508076   13.2679491924   39.0000000000

