   35.0000000000    5.0000000000   -5.0000000000
   35.0000000000   -5.0000000000   -5.0000000000
   45.0000000000   -5.0000000000   -5.0000000000
   45.0000000000    5.0000000000   -5.0000000000
#

   45.0000000000    5.0000000000   -5.0000000000
   45.0000000000    5.0000000000    0.0000000000
   35.0000000000    5.0000000000    0.0000000000
   35.0000000000    5.0000000000   -5.0000000000
#

   45.0000000000   -5.0000000000   -5.0000000000
   45.0000000000    5.0000000000   -5.0000000000
   45.0000000000    5.0000000000    0.0000000000
   45.0000000000   -5.0000000000    0.0000000000
#

   35.0000000000   -5.0000000000   -5.0000000000
   45.0000000000   -5.0000000000   -5.0000000000
   45.0000000000   -5.0000000000    0.0000000000
   35.0000000000   -5.0000000000    0.0000000000
#

   35.0000000000    5.0000000000   -5.0000000000
   35.0000000000   -5.0000000000   -5.0000000000
   35.0000000000   -5.0000000000    0.0000000000
   35.0000000000    5.0000000000    0.0000000000
#

   35.0000000000    5.0000000000    0.0000000000
   35.0000000000   -5.0000000000    0.0000000000
   45.0000000000   -5.0000000000    0.0000000000
   45.0000000000    5.0000000000    0.0000000000
#

