   23.0000000000   -3.0000000000    5.0000000000
   27.0000000000   -3.0000000000    5.0000000000
   28.0000000000   -5.0000000000    5.0000000000
   27.0000000000   -7.0000000000    5.0000000000
   23.0000000000   -7.0000000000    5.0000000000
   22.0000000000   -5.0000000000    5.0000000000

   27.0000000000   -3.0000000000    5.0000000000
   27.0000000000   -3.0000000000    9.0000000000
   28.0000000000   -5.0000000000    9.0000000000
   28.0000000000   -5.0000000000    5.0000000000

   28.0000000000   -5.0000000000    5.0000000000
   27.0000000000   -7.0000000000    5.0000000000
   27.0000000000   -7.0000000000    9.0000000000
   28.0000000000   -5.0000000000    9.0000000000

   27.0000000000   -7.0000000000    5.0000000000
   23.0000000000   -7.0000000000    5.0000000000
   23.0000000000   -7.0000000000    9.0000000000
   27.0000000000   -7.0000000000    9.0000000000

   23.0000000000   -7.0000000000    5.0000000000
   22.0000000000   -5.0000000000    5.0000000000
   22.0000000000   -5.0000000000    9.0000000000
   23.0000000000   -7.0000000000    9.0000000000

   22.0000000000   -5.0000000000    5.0000000000
   23.0000000000   -3.0000000000    5.0000000000
   23.0000000000   -3.0000000000    9.0000000000
   22.0000000000   -5.0000000000    9.0000000000

   23.0000000000   -3.0000000000    5.0000000000
   27.0000000000   -3.0000000000    5.0000000000
   27.0000000000   -3.0000000000    9.0000000000
   23.0000000000   -3.0000000000    9.0000000000

   22.0000000000   -5.0000000000    9.0000000000
   23.0000000000   -7.0000000000    9.0000000000
   27.0000000000   -7.0000000000    9.0000000000
   28.0000000000   -5.0000000000    9.0000000000
   27.0000000000   -3.0000000000    9.0000000000
   23.0000000000   -3.0000000000    9.0000000000

