   13.0000000000    7.0000000000    5.0000000000
   17.0000000000    7.0000000000    5.0000000000
   18.0000000000    5.0000000000    5.0000000000
   17.0000000000    3.0000000000    5.0000000000
   13.0000000000    3.0000000000    5.0000000000
   12.0000000000    5.0000000000    5.0000000000

   17.0000000000    7.0000000000    5.0000000000
   17.0000000000    7.0000000000    9.0000000000
   18.0000000000    5.0000000000    9.0000000000
   18.0000000000    5.0000000000    5.0000000000

   18.0000000000    5.0000000000    5.0000000000
   17.0000000000    3.0000000000    5.0000000000
   17.0000000000    3.0000000000    9.0000000000
   18.0000000000    5.0000000000    9.0000000000

   17.0000000000    3.0000000000    5.0000000000
   13.0000000000    3.0000000000    5.0000000000
   13.0000000000    3.0000000000    9.0000000000
   17.0000000000    3.0000000000    9.0000000000

   13.0000000000    3.0000000000    5.0000000000
   12.0000000000    5.0000000000    5.0000000000
   12.0000000000    5.0000000000    9.0000000000
   13.0000000000    3.0000000000    9.0000000000

   12.0000000000    5.0000000000    5.0000000000
   13.0000000000    7.0000000000    5.0000000000
   13.0000000000    7.0000000000    9.0000000000
   12.0000000000    5.0000000000    9.0000000000

   13.0000000000    7.0000000000    5.0000000000
   17.0000000000    7.0000000000    5.0000000000
   17.0000000000    7.0000000000    9.0000000000
   13.0000000000    7.0000000000    9.0000000000

   12.0000000000    5.0000000000    9.0000000000
   13.0000000000    3.0000000000    9.0000000000
   17.0000000000    3.0000000000    9.0000000000
   18.0000000000    5.0000000000    9.0000000000
   17.0000000000    7.0000000000    9.0000000000
   13.0000000000    7.0000000000    9.0000000000

