   22.0000000000   11.0000000000   23.0000000000
   18.0000000000   11.0000000000   23.0000000000
   18.0000000000    7.0000000000   23.0000000000
   22.0000000000    7.0000000000   23.0000000000
#

   22.0000000000    7.0000000000   23.0000000000
   22.0000000000    7.0000000000   35.0000000000
   22.0000000000   11.0000000000   35.0000000000
   22.0000000000   11.0000000000   23.0000000000
#

   18.0000000000    7.0000000000   23.0000000000
   22.0000000000    7.0000000000   23.0000000000
   22.0000000000    7.0000000000   35.0000000000
   18.0000000000    7.0000000000   35.0000000000
#

   18.0000000000   11.0000000000   23.0000000000
   18.0000000000    7.0000000000   23.0000000000
   18.0000000000    7.0000000000   35.0000000000
   18.0000000000   11.0000000000   35.0000000000
#

   22.0000000000   11.0000000000   23.0000000000
   18.0000000000   11.0000000000   23.0000000000
   18.0000000000   11.0000000000   35.0000000000
   22.0000000000   11.0000000000   35.0000000000
#

   22.0000000000   11.0000000000   35.0000000000
   18.0000000000   11.0000000000   35.0000000000
   18.0000000000    7.0000000000   35.0000000000
   22.0000000000    7.0000000000   35.0000000000
#

